bundesland,stadt,bhnummer,station,betriebsstelle,kategorie,strasse,plz,port,traeger,abkuerzung,fern,nah,lon,lat
Rheinland-Pfalz,Kaiserslautern,1445,Ebertsheim,RET,7,Bahnhofstr.1,67280,Ebertsheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.10977,49.56545
Rheinland-Pfalz,Kaiserslautern,1461,Edenkoben,REK,6,Staatsstr. 27,67480,Edenkoben,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.14038,49.28347
Rheinland-Pfalz,Kaiserslautern,1462,Edesheim (Pfalz),REH,6,Eisenbahnstr.25,67483,Edesheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.13938,49.26329
Rheinland-Pfalz,Kaiserslautern,1525,Einsiedlerhof,SEF,6,Weilerbacher Str. 7,67661,Kaiserslautern,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.6621,49.43105
Rheinland-Pfalz,Kaiserslautern,1532,Eisenbach-Matzenbach,SEMA,7,Am Bahnhof 2,66909,Matzenbach,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.4564,49.4947
Rheinland-Pfalz,Kaiserslautern,1533,Eisenberg (Pfalz),REIS,6,Bahnhofstr. 19,67304,Eisenberg,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.07024,49.5545
Rheinland-Pfalz,Kaiserslautern,234,Eiswoog,REIW,7,Eiswoog 1a,67305,Ramsen,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.01298,49.537
Rheinland-Pfalz,Kaiserslautern,1602,Enkenbach,SENK,6,Bahnhofstr. 2,67677,Enkenbach,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.89941,49.48984
Rheinland-Pfalz,Kaiserslautern,1665,Erpolzheim,RERO,6,Bahnhofstr.70,67167,Erpolzheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.21117,49.48828
Rheinland-Pfalz,Kaiserslautern,1817,Flomersheim,RFLO,6,Falterstr. 12,67227,Frankenthal,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.33398,49.51431
Rheinland-Pfalz,Kaiserslautern,1848,Frankenthal Hbf,RFT,4,Eisenbahnstr. 3,67227,Frankenthal,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.35001,49.53576
Rheinland-Pfalz,Kaiserslautern,8210,Frankenthal-Süd,RFTS,4,Hammstraße 9,67622,Frankenthal,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,,nein,nein,8.34998,49.52335
Rheinland-Pfalz,Kaiserslautern,1907,Freinsheim,RFHM,4, Bahnhofstr. 55a,67251, Freinsheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.20484,49.50241
Rheinland-Pfalz,Kaiserslautern,7862,Galgenschanze,SGSZ,6,Karl Pfaff Siedlung 2,67663,Kaiserslautern,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.74535,49.43549
Rheinland-Pfalz,Kaiserslautern,8244,Germersheim Mitte/Rhein,RGEM,6,Rudolf-von Habsburg-Straße 17,76726,Germersheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,,nein,ja,8.37814,49.21995
Rheinland-Pfalz,Kaiserslautern,8206,Germersheim Süd/Nolte,RGES,6,Im Roth 1,76726,Germersheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,,nein,ja,11.09415,49.40623
Rheinland-Pfalz,Kaiserslautern,2136,Glan-Münchweiler,SGM,6,Bahnhofstr. 3,66907,Glan-Münchweiler,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.44458,49.47042
Rheinland-Pfalz,Kaiserslautern,2163,Godramstein,RGOR,6,Am Bahnhof 1,76829,Landau,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.07655,49.20694
Rheinland-Pfalz,Kaiserslautern,2402,Grünstadt,RGR,4,Friedrich-Ebert-Str. 4,67269,Grünstadt,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.1671,49.5647
Rheinland-Pfalz,Kaiserslautern,2403,Grünstadt Nord,RGRN,7,Uhlandstr.,67269,Grünstadt,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.16987,49.57321
Rheinland-Pfalz,Kaiserslautern,7956,Hagenbach,RHGB,6,Auestr.1,76767,Hagenbach,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,KVV,nein,ja,8.25291,49.01442
Rheinland-Pfalz,Kaiserslautern,8200,Hauenstein Mitte,SHAM,6,Falkenburgstraße 8,76846,Hauenstein,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,,nein,ja,7.84945,49.197
Rheinland-Pfalz,Kaiserslautern,2597,Hauenstein (Pfalz),SHAU,6,Alte Bundesstr. 2,76846,Hauenstein ,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.83018,49.20123
Rheinland-Pfalz,Kaiserslautern,2600,Hauptstuhl,SHPT,5,Bahnhofstr. 15 a,66851,Hauptstuhl,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.49081,49.40159
Rheinland-Pfalz,Kaiserslautern,2667,Heinzenhausen,SHZH,7,Hauptstr. 20,67742,Heinzenhausen,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.60864,49.62553
Rheinland-Pfalz,Kaiserslautern,2737,Herxheim am Berg,RHXB,6,Hauptstr. 30,67273,Herxheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.18171,49.50876
Rheinland-Pfalz,Kaiserslautern,2779,Hinterweidenthal,SHWP,6,Kaltenbach 11,66999,Hinterweidenthal,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.7476,49.20132
Rheinland-Pfalz,Kaiserslautern,2780,Hinterweidenthal Ost,SHW,6,Kaltenbach 15,66999,Hinterweidenthal,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.77268,49.20265
Rheinland-Pfalz,Kaiserslautern,2792,Hirschhorn (Pfalz),SHIH,6,Weilerbacher Str. 2,67732,Hirschhorn ,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.68103,49.51564
Rheinland-Pfalz,Kaiserslautern,2868,Höhmühlbach,SHMB,7,Flurstraße 1,66509,Rieschweiler-Mühlbach,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.52588,49.24324
Rheinland-Pfalz,Kaiserslautern,2987,Imsweiler,SIM,6,Alsenzstr. 87,67808,Imsweiler,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.80436,49.59848
Rheinland-Pfalz,Kaiserslautern,2999,Insheim,RIN,6,Bahnhofstr.50,76865,Insheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,KVV,nein,ja,8.1393,49.13826
Rheinland-Pfalz,Kaiserslautern,3057,Jockgrim,RJO,6,Am Bahnhof 1,76751,Jockgrim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,KVV,nein,ja,8.27276,49.09268
Rheinland-Pfalz,Kaiserslautern,3082,Kaiserslautern Hbf,SKL,2,Bahnhofstr. 1,67655,Kaiserslautern,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,ja,ja,7.76863,49.43624
Rheinland-Pfalz,Kaiserslautern,3083,Kaiserslautern Pfaffwerk,SKLP,7,Königstr. 154,67655,Kaiserslautern Pfaffwerk,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.75256,49.43496
Rheinland-Pfalz,Kaiserslautern,3084,Kaiserslautern West,SKLW,6,Lauterstraße 11,67659,Kaiserslautern,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.74875,49.451
Rheinland-Pfalz,Kaiserslautern,3100,Kandel,RKD,5,Georg-Todt-Str. 2,76870,Kandel,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,KVV,nein,ja,8.19779,49.07927
Rheinland-Pfalz,Kaiserslautern,7187,Kapellen-Drusweiler,RKPD,7,Dorfstr.44,76889,Niederhorbach,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.03195,49.10545
Rheinland-Pfalz,Kaiserslautern,7196,Kapsweyer,RKPW,7,Vogesenstr.2,76889,Kapsweyer,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.02185,49.0393
Rheinland-Pfalz,Kaiserslautern,3139,Katzweiler,SKW,7,Eisenbahnstr. 2,67734,Katzweiler,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.6996,49.50093
Rheinland-Pfalz,Kaiserslautern,3158,Kennelgarten,SKEN,6,Bahnheim 19,67663,Kaiserslautern,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.73351,49.43988
Rheinland-Pfalz,Kaiserslautern,3179,Kindsbach,SKIB,6,Eisenbahnstraße 38,66862,Kindsbach,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.61287,49.4191
Rheinland-Pfalz,Kaiserslautern,3198,Kirchheim (Weinstr),RKH,6,Bahnhofstr.1,67281,Kirchheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.18237,49.5371
Rheinland-Pfalz,Kaiserslautern,3296,Knöringen-Essingen,RKG,6,Bahnhofstr.7,76833,Knöringen,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.14529,49.23784
Rheinland-Pfalz,Kaiserslautern,3408,Kreimbach-Kaulbach,SKRB,7,Lauterstr. 6,67757,Kreimbach,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.63016,49.55133
Rheinland-Pfalz,Kaiserslautern,3476,Kusel,SKUS,6,Bahnhofstr. 65,66869,Kusel,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.4103,49.53783
Rheinland-Pfalz,Kaiserslautern,3498,Lambsheim,RLSH,6,Bahnhofstr. 3,67245,Lambsheim,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.28329,49.51197
Rheinland-Pfalz,Kaiserslautern,3501,Lampertsmühle-Otterbach,SLAO,6,Lauterstr. 7,67731,Otterbach,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.7298,49.48363
Rheinland-Pfalz,Kaiserslautern,3505,Landau (Pfalz) Hbf,RLA,4,Maximilianstr. 11,76829,Landau,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.12582,49.1982
Rheinland-Pfalz,Kaiserslautern,8283,Landau (Pfalz) Süd,RLAD,7,Weißenburgerstraße 10,76829,Landau (Pfalz),Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,,nein,nein,8.11341,49.19034
Rheinland-Pfalz,Kaiserslautern,3506,Landau (Pfalz) West,RLW,6,Westbahnstr. 1,76829,Landau,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.10782,49.19581
Rheinland-Pfalz,Kaiserslautern,3515,Landstuhl,SLD,3,Bahnstr. 1,66849,Landstuhl,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,ja,ja,7.56611,49.4161
Rheinland-Pfalz,Kaiserslautern,3605,Lauterecken-Grumbach,SLKG,6,Bahnhofstr. 1,67742,Lauterecken,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.59119,49.65381
Rheinland-Pfalz,Kaiserslautern,3769,Lohnweiler,SLOH,6,Hauptstr. 11,67744,Lohnweiler,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,7.5995,49.63581
Rheinland-Pfalz,Kaiserslautern,3837,Ludwigshafen (Rhein) Hbf,RL,2,Pasadenaallee 1,67059,Ludwigshafen,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,ja,ja,8.43447,49.47789
Rheinland-Pfalz,Kaiserslautern,3839,Ludwigshafen-Oggersheim,RLO,4,Prälat-Caire-Str. 20,67071,Ludwigshafen,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.38155,49.49298
Rheinland-Pfalz,Kaiserslautern,3893,Maikammer-Kirrweiler,RMKI,6,Am Bahnhof 3,67489,Kirrweiler,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,VRN,nein,ja,8.14778,49.30599
Rheinland-Pfalz,Kaiserslautern,6226,Maximiliansau im Rüsten,RMAI,7,Pfortzer Straße 8,76744,Wörth,Zweckverband Schienenpersonennahverkehr Rheinland-Pfalz Süd,KVV,nein,ja,8.28811,49.03841
