date,value
2015-12-23,185313
2015-02-04,26930
2010-06-21,28048
2012-03-23,287857
2015-07-24,625570
2012-02-27,311531
2015-02-11,5459151
2016-06-07,683019
2010-07-08,90393
2015-04-29,91368
2016-08-19,1649844
2016-01-01,41128
2012-07-02,175847
2016-04-20,525406
2011-06-19,53883
2016-06-19,67065
2015-01-30,99470
2017-05-12,92284
2014-05-01,420698
2014-06-20,39545
2010-11-11,26571
2013-07-15,918635
2015-03-24,131804
2013-07-23,66000
2015-04-02,62892
2015-04-29,21674945
2015-07-09,139259
2016-04-22,51392
2014-10-29,45490
2013-10-27,93185
2011-05-07,156821
2013-05-16,61250
2010-06-13,220015
2015-06-25,4177431
2015-08-14,686887
2015-08-17,171304
2017-03-30,779456
2015-05-28,1675356
2011-01-16,115298
2011-01-16,264034
2014-08-21,75669
2011-10-30,53853
2015-10-29,52926
2013-04-07,146372
2011-02-02,1444660
2013-07-11,247211
2010-07-20,133618
2014-06-26,72697
2013-11-15,141753
2013-04-04,37395
2012-04-05,25777
2012-05-09,245036
2013-08-06,53532
2012-10-13,538940
2015-07-03,3983152
2016-10-06,432172
2014-10-17,30746
2011-06-27,91927
2016-10-13,113145
2016-04-05,56171
2012-09-02,563270
2014-07-03,219141
2015-05-24,2875239
2013-06-05,551820
2015-02-08,779719
2015-04-18,95628
2014-02-02,250429
2012-06-16,431907
2014-11-02,110182
2010-09-21,2308542
2015-09-25,141321
2012-05-24,903918
2014-05-25,34043
2015-01-02,360701
2011-08-20,35628
2013-04-19,133753
2016-12-01,2552438
2010-12-15,3179562
2010-04-12,38612
2016-03-18,3517005
2015-09-10,109431
2010-03-17,389576
2017-03-24,323523
2014-07-20,476789
2014-02-07,30121
2013-02-23,134619
2010-04-09,1138400
2015-10-17,82915
2014-02-13,2656735
2010-12-02,958308
2016-04-22,1135363
2011-03-19,125801
2012-09-05,1503620
2014-02-08,211811
2014-09-22,62870
2014-06-25,121105
2010-09-13,31502
2013-06-23,267208
2017-03-14,62032
2013-06-14,9280661
2014-10-26,70068
2016-04-22,47845
2015-01-01,66974
2011-03-23,140081
2011-02-22,291692
2010-05-07,61069
2013-06-02,1243151
2015-10-25,42614
2013-12-25,94839
2011-04-14,126320
2011-09-01,52738
2016-07-26,945128
2017-01-06,54637
2013-07-05,2005881
2014-01-14,250178
2014-02-16,504375
2013-02-24,85184
2013-02-27,1306106
2010-07-06,7155044
2012-03-12,32787
2014-11-28,482786
2016-10-18,270672
2012-10-02,3393240
2010-11-24,18359072
2011-02-01,71651
2015-11-12,272007
2016-05-10,296850
2015-03-22,4367440
2012-04-04,100581
2014-04-27,103632
2017-01-13,1440543
2012-05-23,1457911
2013-02-21,280473
2015-10-29,748047
2013-01-30,3215258
2012-03-17,1603828
2011-03-25,140394
2012-09-03,33523
2012-08-15,51240
2010-12-13,419095
2017-05-12,102553
2015-07-06,81488
2014-09-07,247183
2015-06-12,794659
2010-06-21,115082
2012-04-16,5541638
2015-02-08,405396
2012-01-06,172828
2012-06-10,60665
2014-07-17,163808
2011-11-08,1403180
2015-02-28,1396947
2010-05-08,25638
2015-04-28,47015
2015-05-22,7142212
2012-08-03,44450
2014-04-04,124735
2013-11-01,238952
2012-09-12,1175865
2016-08-01,733029
2016-09-09,3465570
2010-03-29,116570
2011-08-06,208307
2015-10-22,1588060
2014-02-09,67213
2010-04-30,1543891
2014-09-02,96541
2015-12-11,1636650
2013-02-09,379060
2012-12-02,76669
2015-07-25,456575
2010-10-09,277960
2015-03-20,5461208
2010-08-20,529944
2014-01-26,203731
2014-04-18,1085548
2017-02-08,81436
2015-04-14,803023
2016-07-29,1060057
2016-01-19,77655
2015-04-21,715361
2015-12-20,1211746
2015-06-06,469470
2015-05-15,1452671
2016-06-16,571657
2011-12-09,426755
2016-02-19,2024915
2013-06-08,9504383
2016-09-11,672570
2015-10-04,495930
2012-02-15,1998239
2012-04-04,1857855
2015-03-12,25347
2012-01-28,135741
2013-05-08,160322
2015-10-22,41072
2014-12-03,41804
2015-10-30,130024
2015-05-07,47902
2017-03-09,6286962
2016-09-02,635751
2013-11-26,225636
2014-12-12,5227195
2010-03-27,64173
2015-08-10,138857
2013-09-03,104144
2016-08-14,477834
2012-02-23,4372164
2014-04-09,339036
2012-07-29,72745
2014-04-06,4937172
2012-11-01,139790
2012-07-26,61225
2014-11-25,143250
2011-02-10,170452
2012-01-20,15310406
2015-09-10,745365
2013-12-20,953567
2012-10-02,60120
2015-01-30,178338
2011-08-31,529187
2011-06-22,206775
2014-01-22,31627
2010-05-21,328362
2016-12-22,1035053
2016-02-19,439875
2014-07-27,221630
2015-10-11,187099
2011-03-22,271778
2012-11-20,1085090
2015-10-09,273804
2016-03-20,65330
2017-03-04,1609117
2014-12-02,9310057
2013-01-25,497348
2012-01-17,75827
2012-05-11,25870
2013-11-20,2429324
2012-08-22,345949
2016-03-14,2860768
2016-07-29,879297
2011-11-30,644401
2017-03-02,2979306
2014-07-17,299855
2011-09-02,39919
2012-04-14,2851143
2013-10-21,567784
2017-01-27,166805
2015-05-29,1115967
2013-03-14,33620433
2016-08-14,12831746
2011-12-18,43424
2012-02-12,241058
2015-08-27,28074
2014-12-03,4857342
2016-01-27,209776
2010-08-16,105294
2014-02-07,94416
2016-12-09,87683
2015-06-19,193448
2014-04-13,258897
2017-04-06,1003115
2016-12-25,28626
2014-02-21,820739
2012-04-17,157768
2014-11-14,429641
2015-02-10,233301
2014-03-10,268258
2016-09-03,29274
2015-05-15,677437
2015-11-27,35670
2011-10-19,203629
2014-04-28,45939
2014-02-15,135543
2015-08-23,46254
2013-10-25,937935
2013-11-01,46254
2015-10-13,663444
2011-08-30,513063
2013-12-03,516612
2012-01-28,81252
2014-12-21,60403
2013-02-02,904723
2010-07-19,33707
2011-08-19,809128
2015-09-14,217542
2014-12-04,12303449
2013-06-26,252327
2010-07-08,444524
2012-08-08,49122
2012-05-23,221021
2015-09-10,389639
2011-07-04,103407
2011-02-15,188963
2016-08-08,738668
2011-12-23,2502108
2017-01-27,72846
2015-10-12,1731543
2013-07-11,439688
2014-08-23,1042796
2015-04-07,89941
2011-08-11,2427961
2012-05-15,745264
2012-02-29,344306
2012-11-14,2434094
2015-03-18,468180
2010-07-26,30102
2010-05-09,34153
2014-02-28,503343
2014-10-04,38846
2016-05-14,37583
2015-01-06,155342
2013-05-21,3057815
2012-03-18,2660174
2014-10-23,209397
2012-12-02,97433
2016-12-16,242125
2015-03-05,64664
2015-07-06,95273
2010-05-09,141238
2013-04-09,605009
2013-01-15,196863
2012-08-13,1216511
2016-11-10,121846
2012-03-25,39957
2012-09-07,1794475
2016-05-08,2281086
2013-09-12,348734
2016-06-27,45860
2014-12-16,875049
2016-06-10,55249
2017-03-03,2569908
2013-01-20,251136
2016-10-28,42739
2014-10-17,59958
2017-05-17,39087
2016-12-16,290606
2013-06-25,40849
2016-12-01,179245
2011-11-29,42319
2015-08-13,39174
2017-04-20,28866
2014-09-19,444617
2011-06-02,320916
2013-07-13,59498
2016-06-04,26736
2015-08-05,295001
2012-10-26,110249
2010-06-12,349279
2015-06-25,134773
2013-07-11,35475
2014-04-12,283186
2014-03-21,1631550
2010-12-02,144866
2012-08-21,523206
2014-07-25,2140396
2016-05-09,92671
2013-08-10,58230
2015-01-03,44058
2014-05-26,195964
2012-07-26,113283
2015-02-15,89436
2015-04-17,2859576
2013-07-27,46005
2015-05-12,5710427
2015-05-17,261877
2012-11-14,1057622
2010-07-08,116881
2012-05-09,44929
2015-06-25,338320
2016-10-06,13108684
2016-12-16,765542
2016-11-04,138230
2015-02-19,101315
2017-01-27,1590171
2014-10-17,448853
2011-06-23,394131
2015-10-04,738120
2016-07-22,1381976
2015-09-28,98629
2015-01-10,58977
2015-01-13,45396
2013-07-26,53763
2013-08-14,91095
2015-06-16,228727
2013-10-06,2385515
2011-03-07,134328
2015-02-19,72824
2015-03-10,43434
2017-04-30,75203
2015-07-20,818942
2015-08-24,43927
2012-12-07,71937
2014-10-30,3549992
2015-01-12,289765
2012-02-12,70089
2011-11-07,343775
2013-06-21,31302
2015-02-09,619598
2014-04-20,49591
2014-08-28,164914
2012-01-28,93226
2014-02-13,830685
2011-11-26,2753685
2014-01-08,222207
2011-09-21,20266824
2015-03-29,561979
2015-02-16,146425
2010-02-07,41857
2017-01-04,63820
2012-05-25,42211
2011-01-03,276156
2014-07-18,23233820
2014-01-28,118267
2013-06-09,34637
2010-10-01,984089
2010-03-12,661216
2015-07-22,820880
2012-02-05,33149
2015-05-04,174204
2014-10-12,25870
2012-07-27,27043
2010-07-08,410953
2015-10-26,27463
2015-03-05,116746
2016-06-01,88814
2013-10-03,220127
2015-06-02,1428175
2015-12-01,204709
2012-01-07,102773
2016-11-17,3182901
2016-04-22,31696
2014-02-09,118176
2017-04-07,2143428
2012-05-17,671169
2016-12-05,36233
2013-06-08,13582565
2013-01-27,252978
2012-03-20,51880
2010-09-29,68491
2013-12-22,36187
2017-02-24,487962
2016-05-19,496705
2016-07-05,519863
2016-01-20,241177
2010-08-18,932603
2012-02-23,65624
2011-11-24,106935
2014-02-13,3244092
2017-03-05,125803
2015-10-22,85295
2010-06-24,166927
2014-06-17,92334
2012-10-26,131547
2016-11-13,329148
2014-12-19,504424
2016-11-27,1388931
2010-04-17,37152
2010-11-22,4534850
2016-02-24,241194
2015-03-16,273334
2013-01-11,428073
2010-08-12,1008287
2013-11-28,10859638
2013-07-21,42175967
2010-07-09,36562
2015-10-10,177409
2014-03-28,99643
2014-06-14,11406818
2015-05-12,54998
2012-03-16,357224
2016-03-25,7922784
2015-02-02,106625
2014-02-10,55427
2016-12-23,327055
2010-10-01,9453864
2015-11-13,82641
2010-04-21,282368
2010-07-08,119748
2016-07-06,35055
2011-11-07,1828349
2016-01-03,39401
2013-12-21,198929
2010-08-31,40038
2017-01-23,40284
2014-02-25,1159773
2010-11-12,181065
2014-12-09,90189
2011-10-27,232141
2012-12-21,7041096
2015-01-14,632822
2013-07-05,94168
2011-02-03,255395
2012-12-10,496426
2015-09-16,325261
2014-06-18,9014845
2013-08-22,94052
2016-07-29,123838
2015-06-22,114806
2015-07-30,64373
2012-07-27,44447
2014-08-28,2338383
2014-11-29,495355
2016-05-22,62578
2010-07-10,115885
2012-05-24,767149
2016-05-12,3115198
2016-10-25,32552
2015-03-26,62998
2012-08-20,17395280
2015-10-08,102342
2015-07-29,38815
2016-11-25,120424
2014-05-06,630649
2012-10-15,510298
2015-11-27,5348603
2016-01-20,558289
2014-08-09,33710
2012-08-11,2772282
2011-03-11,110544
2011-12-24,497663
2011-10-08,1856219
2015-11-12,540070
2014-12-25,71242
2017-05-14,53780
2011-07-07,1101972
2012-07-08,851521
2015-07-05,58870
2012-10-26,115111
2014-08-22,27759
2013-05-16,6638211
2010-12-24,41234
2010-11-27,1129978
2010-12-11,25264
2013-01-09,322475
2010-12-23,493941
2016-04-03,390940
2014-02-08,123830
2011-05-27,308731
2016-07-28,646521
2013-03-14,12673768
2015-07-21,3482253
2014-06-25,419074
2016-07-14,17305383
2013-08-18,28411
2012-09-30,1636592
2015-03-20,53723
2015-09-08,495582
2016-07-08,1418484
2012-01-31,31183
2013-02-21,561542
2015-06-13,218507
2015-06-07,43736
2013-01-14,79099
2014-01-15,367644
2015-06-30,745573
2013-07-26,74542
2016-09-15,12563473
2015-10-04,1700111
2015-08-30,36928
2014-02-10,262421
2012-02-24,30707
2010-04-10,255774
2016-08-25,3693328
2010-07-08,191765
2013-11-12,37527
2013-08-08,233605
2013-04-02,53216
2012-07-26,41002
2014-06-15,94411
2012-09-21,85515
2015-10-12,374480
2011-08-24,338186
2017-05-12,511222
2016-09-15,341739
2013-04-20,1218164
2011-08-18,27809
2010-07-08,112437
2011-08-16,3266135
2013-12-22,71423
2014-03-28,32708
2015-06-04,33931
2016-04-10,1364587
2016-03-18,117586
2012-03-30,1110683
2011-02-03,83056
2010-10-11,46077
2015-09-18,9906119
2015-10-12,7416835
2010-03-27,275321
2016-03-16,671390
2015-05-29,1111856
2012-11-06,83624
2014-10-04,71451
2011-12-23,9668018
2010-11-25,30106
2015-04-20,120048
2013-06-10,86222
2010-07-07,489536
2012-02-24,131588
2011-06-27,471700
2011-01-30,28556
2015-09-08,90426
2010-12-17,3360410
2011-05-18,175133
2012-04-15,208506
2011-03-02,1292563
2017-01-26,147931
2016-08-18,41074842
2015-12-03,48522
2011-06-17,802608
2014-08-07,553877
2017-03-30,201951
2014-06-23,53991
2011-06-08,112447
2016-10-16,29478
2012-07-07,3185949
2015-09-18,490480
2016-04-17,52572
2016-06-23,3506467
2015-04-08,587931
2012-08-07,74058
2016-10-27,205782
2015-11-01,374171
2016-05-13,13177056
2013-02-20,129361
2014-10-13,806154
2015-10-23,29554
2012-06-15,45035
2015-06-24,665470
2014-03-29,267024
2011-05-24,1835726
2013-11-22,1634687
2014-09-18,60086
2013-11-13,119770
2012-07-26,123562
2014-02-03,106959
2014-06-11,3013443
2011-02-02,446769
2017-03-07,2533479
2011-05-06,114290
2016-07-07,214916
2010-08-16,340973
2010-07-15,693675
2015-12-04,49720
2013-05-25,1767000
2015-11-09,34455
2013-04-29,39014
2015-09-27,30315
2013-10-30,69712
2014-06-25,54475
2015-11-08,284847
2012-07-27,1689623
2012-07-28,60620
2015-06-18,47179
2016-12-30,5898483
2016-07-29,893034
2016-03-25,2951464
2016-11-30,605985
2015-12-13,280324
2015-11-27,1311590
2015-05-22,719507
2015-11-03,54527
2016-05-02,52397
2015-01-14,3896705
2016-04-03,281391
2014-06-03,346827
2015-10-01,3712530
2017-04-03,122249
2016-10-21,8700432
2013-10-29,93821
2012-02-19,3512154
2012-11-24,30430
2014-09-25,136940
2016-01-07,3834698
2012-09-09,2141990
2017-05-04,30044
2012-07-31,260835
2016-08-20,1016745
2013-07-29,2405017
2014-10-31,257665
2015-03-06,1305082
2013-08-23,596033
2013-09-06,294550
2010-11-03,211699
2015-02-22,64927
2012-08-22,638509
2013-01-30,29728
2012-05-14,87454
2011-02-09,25211
2014-08-01,171559
2014-01-09,27741
2016-08-04,2210501
2012-04-20,3025330
2012-05-13,9197239
2014-01-09,56580
2011-01-04,121666
2014-09-12,36670
2013-07-02,867872
2014-10-17,652982
2015-05-18,87236
2014-05-16,61609
2015-02-23,59401
2011-04-29,6994992
2011-03-01,394794
2014-03-07,1852029
2016-12-02,3733710
2014-10-10,46154
2014-05-16,1091474
2011-10-27,328843
2017-04-10,317797
2012-06-21,38329
2013-01-19,122959
2015-02-10,745765
2011-12-05,67025
2014-02-04,520046
2016-10-07,145262
2012-02-26,125403
2016-05-31,959198
2011-09-06,215806
2015-08-25,122004
2016-04-07,43192
2016-10-03,782063
2012-07-26,70503
2013-10-02,39815
2015-11-02,50728
2012-10-19,2830347
2014-09-17,974776
2012-11-18,475919
2011-11-07,3899396
2012-07-26,248114
2014-09-22,195800
2014-10-23,102146
2012-01-30,134072
2012-07-28,70194
2010-04-19,111052
2012-01-03,696290
2011-10-04,4053573
2016-01-20,263380
2016-06-11,14585328
2011-07-25,3612173
2012-11-11,173789
2015-09-24,389534
2016-08-01,234076
2016-09-30,4615712
2014-12-19,65947
2011-02-04,38276
2016-09-01,3261998
2010-12-12,158553
2011-11-18,432407
2012-04-18,3555784
2017-03-23,70821
2011-02-02,390094
2010-02-19,95283
2011-07-04,79288
2013-09-27,26951
2013-12-29,990317
2014-08-03,44531
2015-08-23,91801
2016-09-25,39560
2012-12-02,214926
2011-08-28,46745
2012-04-07,195621
2013-02-17,309829
2015-04-17,131730
2012-10-06,52315
2012-03-23,264787
2013-06-19,52882
2010-08-25,32189
2012-08-22,1797989
2013-05-17,38885
2013-08-16,220068
2013-03-30,167600
2016-09-11,719582
2015-10-26,62500
2011-12-20,54470
2016-04-17,985239
2012-04-07,97664
2011-10-13,1614741
2010-12-12,823159
2016-05-11,25318
2012-12-05,60639
2014-03-30,2361114
2014-09-29,34027
2014-12-06,353205
2016-04-01,153981
2016-04-10,332416
2015-12-18,47374
2016-10-02,506008
2014-12-07,3952862
2013-12-13,2483701
2016-10-18,41068
2010-06-04,510994
2014-10-10,25157
2011-08-04,81134
2013-10-05,242939
2016-09-23,565146
2015-01-23,98829
2014-02-11,116337
2015-11-17,75284
2010-04-26,118321
2015-06-12,1400753
2014-06-25,115864
2011-11-24,25248449
2014-10-06,469688
2011-11-01,32061
2014-06-10,273466
2016-08-15,298526
2016-07-29,1857454
2013-01-01,1284877
2013-12-22,131081
2016-09-23,186967
2011-08-31,3055866
2013-04-25,7868552
2015-05-08,992919
2017-03-12,256536
2014-07-09,1169393
2012-09-12,29025
2011-01-06,42320
2016-06-24,173376
2016-08-19,429574
2017-05-11,1963792
2012-11-29,110333
2010-10-24,683591
2015-10-31,82880
2011-09-28,46339
2013-10-27,118685
2015-10-22,9275459
2014-07-10,103447
2011-11-04,182890
2016-12-19,108296
2014-03-16,64266
2015-04-11,94036
2017-03-02,141987
2016-03-18,556529
2016-10-03,1362457
2013-03-15,1108444
2017-01-27,286371
2016-01-29,31860
2011-07-24,1605658
2014-06-06,453046
2011-09-30,263427
2014-12-12,185547
2010-07-03,27463
2013-12-10,598357
2015-07-29,197046
2016-03-01,2900336
2012-09-09,524603
2016-05-09,205179
2014-12-07,30648
2011-04-25,246897
2012-12-02,210931
2014-03-29,345014
2016-05-02,51122
2015-07-20,57160229
2017-03-27,88765
2017-04-14,123061
2012-09-28,789587
2012-07-26,205617
2013-07-07,92896
2013-06-07,39885
2014-02-15,253290
2011-08-01,193893
2012-05-29,351679
2016-05-28,78131
2010-07-04,40061
2015-11-07,29593
2013-08-05,246383
2014-04-12,181707
2017-02-17,5539873
2015-01-29,4546112
2015-01-28,80100
2013-09-01,363170
2016-08-05,72029
2015-07-10,65525
2014-07-18,67156
2013-05-19,537556
2013-09-16,727650
2010-06-18,635526
2016-11-14,2401493
2015-11-13,41656
2010-10-19,745399
2012-01-10,34558
2013-11-29,932612
2012-11-20,39862
2010-07-22,1026881
2012-10-26,85615
2016-03-14,341977
2014-11-21,67822
2010-02-09,524977
2013-01-22,5020588
2013-06-30,96451
2012-09-29,304511
2011-05-15,2786454
2016-06-15,305637
2013-07-11,439353
2013-06-28,67063
2011-08-16,1012298
2012-12-02,200661
2011-04-01,57466
2013-03-17,3326950
2015-09-17,27500
2010-05-15,34702
2016-09-10,32093
2013-02-13,201576
2013-01-12,5306958
2015-01-09,139069
2016-07-03,681024
2014-02-07,1349426
2017-01-21,38208
2016-03-25,170380
2012-02-27,440088
2016-12-09,36401
2013-08-28,162852
2012-01-13,5323364
2015-12-04,131887
2012-03-01,286263
2016-09-29,65097
2010-07-08,82218
2010-12-28,819785
2011-02-02,1068781
2015-03-18,765053
2012-09-14,697821
2013-12-15,39704
2012-11-25,79506
2016-10-11,33675
2014-10-26,372605
2011-08-14,34979
2014-12-27,72039
2013-08-07,379423
2015-01-11,38374
2016-04-13,184629
2013-06-03,170212
2014-02-06,497325
2012-04-04,560921
2015-12-16,750013
2016-01-04,1903936
2016-06-08,381690
2011-07-17,35234
2014-10-27,51913
2013-03-01,1140509
2015-09-20,809996
2016-05-09,256492
2016-01-09,2740012
2010-06-30,59497
2014-07-20,94325
2016-02-12,4267830
2010-10-11,126261
2016-10-08,63770
2011-02-04,80068
2015-11-02,71545
2015-07-03,2442167
2015-06-25,951814
2015-11-03,122669
2012-04-01,3194223
2012-11-26,215744
2012-02-18,612009
2014-05-29,187970
2016-07-15,230222
2016-03-18,156697
2015-07-20,82354
2014-06-22,27942
2011-01-13,445801
2013-08-07,120512
2011-10-27,330003
2012-02-05,2270503
2012-05-09,885496
2010-06-20,592065
2013-11-22,41799636
2012-07-18,3592374
2010-02-27,4919575
2012-01-19,1145362
2013-05-03,229353
2011-04-28,1138666
2016-09-09,1824583
2015-07-31,2648547
2012-11-25,28962
2015-06-05,228393
2011-02-16,27478
2013-04-29,1045574
2013-11-19,202709
2010-07-09,59893
2011-11-03,505341
2014-01-09,55278
2015-12-22,95715
2016-10-09,63866
2012-11-02,579814
2013-10-03,311403
2015-01-25,263744
2016-04-28,26579
2015-03-09,385635
2015-03-17,1481674
2010-05-08,27984
2016-08-26,95440
2012-03-07,549148
2013-01-16,166709
2015-04-22,264059
2012-09-20,71442
2015-06-12,765550
2010-09-21,456203
2013-07-24,8195312
2012-10-29,127430
2014-03-30,65399
2012-11-25,48111
2010-12-13,879226
2015-09-11,278048
2013-12-06,122905
2014-02-19,29964
2014-08-22,126906
2013-09-12,41096
2011-09-20,294357
2010-09-29,46906
2013-12-18,161347
2013-07-11,148311
2015-08-29,524940
2014-01-06,2055652
2010-09-22,1609045
2017-04-20,26774
2016-06-08,196563
2015-03-11,379870
2016-01-07,1608507
2015-09-24,822776
2011-02-02,448741
2015-09-07,290858
2011-03-07,50029
2015-06-02,80531
2015-08-11,31997
2010-08-27,1624231
2012-04-24,59996
2014-01-28,84486
2017-05-03,1024735
2015-01-13,26949
2012-12-01,731933
2015-12-02,56991
2016-09-12,28653
2014-05-20,686069
2016-04-01,1293452
2012-03-03,1091196
2013-06-21,44738464
2015-10-18,3390698
2010-11-03,54429
2016-04-08,42711
2016-01-11,43796
2012-04-21,132398
2017-02-03,232113
2017-04-17,272342
2016-09-09,1452137
2013-02-21,114610
2011-04-28,99815
2012-09-08,37911
2014-12-10,40632
2016-12-26,2201649
2012-08-30,45837
2014-06-30,593406
2011-02-18,94860
2015-02-21,48865
2014-02-10,192892
2013-12-28,28574
2013-02-25,558519
2012-07-26,182169
2012-05-25,295015
2013-07-31,147742
2013-07-11,545255
2010-10-07,323391
2016-09-27,56570
2013-09-12,25412
2011-02-01,42772
2016-03-24,1463450
2017-03-26,10050344
2012-09-14,711661
2010-09-25,41680
2010-04-10,113268
2013-11-20,4269485
2015-06-14,418364
2014-06-26,101644
2015-11-11,39330
2016-10-14,2133867
2012-09-23,63918
2016-08-05,28279
2015-03-30,54466
2016-01-07,123516
2012-07-02,426528
2015-05-17,122954
2013-03-12,2885737
2010-04-26,211222
2017-03-11,48375
2011-08-12,533111
2014-01-26,145047
2010-12-06,41581
2012-08-15,52047
2016-04-24,5898292
2014-04-11,1202698
2014-10-30,206409
2016-02-05,1516793
2010-12-30,703174
2010-10-09,2433827
2015-06-11,4362942
2012-01-28,175012
2014-09-26,102637
2016-01-08,1466794
2015-04-22,168178
2017-01-15,178726
2012-02-15,172070
2011-12-06,61044
2017-04-07,62553
2017-03-31,1401346
2012-01-28,177326
2013-01-23,948780
2017-03-17,8944043
2014-01-12,36890
2012-01-28,199413
2010-05-18,97379
2010-10-24,739942
2014-07-09,374856
2015-02-25,31016
2012-11-28,690189
2010-04-19,232873
2011-03-09,141889
2012-06-21,193994
2015-02-05,31235
2012-06-21,350428
2014-10-17,629982
2013-03-31,40303
2010-10-07,1187115
2011-10-27,1119067
2016-03-27,72923
2012-05-20,269849
2016-06-11,1678303
2012-05-21,98205
2016-02-26,378317
2010-10-21,236023
2015-10-28,44339
2014-12-22,823702
2015-02-24,94982
2014-02-07,259127
2016-11-26,7747378
2013-12-12,693301
2012-02-12,34999
2014-03-06,23130970
2014-01-14,220299
2015-08-01,28605
2017-04-28,164485
2011-01-25,187633
2013-04-22,1697185
2013-06-21,4385713
2012-09-16,36041
2016-08-25,71877
2016-03-31,8220088
2012-05-31,981017
2016-02-05,5964146
2015-06-01,359883
2012-06-29,46427
2013-07-29,992078
2013-03-21,240723
2010-07-16,77979
2015-12-06,1401877
2015-01-19,81668
2015-09-22,1029482
2015-09-17,8821184
2017-03-23,3294252
2011-09-02,100150
2011-08-28,2517568
2015-05-11,124380
2016-09-18,515874
2013-12-01,30489
2013-01-18,81802
2010-12-16,26755
2015-05-20,218164
2015-12-24,60784
2012-03-14,4062704
2013-06-14,27900
2013-07-28,241183
2016-07-01,33702021
2010-04-10,203231
2015-03-16,27816
2015-10-29,425527
2010-08-19,176960
2010-11-16,52173
2015-05-20,25984
2012-10-02,790892
2014-03-21,29197
2012-12-13,64552
2012-07-26,139387
2011-11-22,2890717
2011-01-11,16293891
2010-05-09,35410
2014-01-13,47735
2015-04-28,33284
2011-07-20,61368
2015-07-22,60618
2014-05-18,47538
2015-06-07,158401
2014-01-31,246418
2015-06-04,458342
2015-09-09,98493
2014-10-22,28901
2011-08-09,99411
2012-05-23,160488
2014-01-12,26710
2013-01-07,159254
2013-02-25,38442
2013-10-07,92024
2012-05-25,2399561
2015-08-13,1658900
2015-01-23,4795986
2015-05-21,78526
2014-05-25,2587967
2010-12-16,71036
2015-01-07,25191
2010-11-20,342173
2013-03-27,2471793
2015-02-26,3481609
2011-07-18,78545
2015-05-29,699428
2016-03-04,359304
2015-05-07,137357
2010-04-28,362882
2014-02-26,262727
2013-03-06,40348
2011-12-08,188864
2010-11-10,5495044
2016-08-06,216505
2015-03-06,3923101
2013-02-06,185177
2012-06-01,236158
2016-11-18,393479
2016-01-29,58950
2011-11-28,449689
2011-08-06,61416
2014-03-14,167113
2011-07-21,40122
2016-12-02,689618
2016-12-16,145894
2015-03-13,49434
2014-08-30,1661649
2015-05-08,200447
2011-07-18,26544
2015-03-05,131425
2012-01-11,28713
2012-09-01,47214
2013-11-20,2526894
2017-02-16,133653
2012-06-30,344228
2013-08-08,1564359
2011-11-22,87864
2016-04-11,163862
2014-09-18,109188
2012-06-03,512385
2017-04-16,25690
2012-10-26,75987
2011-04-04,46998
2015-08-28,2406680
2015-01-18,11254886
2016-01-23,113213
2012-01-28,136453
2013-07-11,313956
2017-04-12,118251
2014-01-09,112941
2012-07-04,55159
2011-02-13,622673
2016-02-05,97884
2011-08-06,304834
2016-06-03,594001
2014-04-03,1819914
2015-04-03,2045272
2012-08-10,3526871
2016-10-28,58144
2013-10-15,38963
2011-10-26,1887110
2013-02-21,66926
2016-12-24,598536
2013-05-03,33523
2013-04-18,282230
2014-11-18,153334
2012-07-31,35556
2015-05-06,248378
2015-07-15,53017
2010-07-25,447414
2017-01-26,70933
2015-10-30,397093
2011-10-05,32271
2012-01-28,111482
2012-12-06,252595
2014-08-12,144790
2017-04-07,1004220
2014-03-26,4842818
2015-06-26,102591
2011-09-12,252686
2017-03-05,1717722
2017-02-10,916313
2015-11-13,40322
2015-05-01,101547
2010-05-26,223402
2017-01-09,11726601
2013-07-16,243839
2014-02-02,1438855
2011-04-04,38607
2010-07-15,646522
2013-02-13,33041
2015-05-07,7180709
2010-09-25,114138
2012-04-09,485769
2016-04-14,736793
2012-08-22,2568032
2010-03-31,162604
2014-04-16,1219053
2010-04-12,158259
2015-02-09,54086
2016-05-29,1780756
2016-09-04,1375513
2014-02-07,222370
2016-04-24,224703
2015-11-08,1176202
2010-11-24,105883
2010-12-05,497000
2010-06-07,70990
2015-02-08,6591310
2016-04-15,61165
2010-09-12,68717
2015-10-03,70212
2017-03-01,291549
2014-01-22,74422
2012-05-18,336200
2011-12-23,47401
2012-03-02,1068697
2015-11-17,67403
2016-04-08,93294
2013-04-11,600355
2011-06-16,549318
2016-12-25,59845
2017-02-16,2138270
2013-08-22,59415
2012-11-10,1525398
2011-02-03,42863
2016-01-31,86300
2015-09-11,1934767
2013-01-17,188080
2016-10-27,167032
2013-07-19,534272
2015-11-13,13312164
2013-08-19,1103146
2014-02-01,719320
2014-03-19,128474
2015-08-27,1022523
2013-01-30,25629
2012-11-25,38466
2014-11-15,442227
2015-06-01,328949
2015-05-25,4483655
2014-01-13,26577
2014-07-30,3134020
2016-10-09,7277926
2014-10-11,164696
2010-07-28,639180
2016-10-06,84603
2013-02-21,348842
2012-08-17,1224088
2010-04-20,97171
2013-01-02,91403
2012-12-02,110587
2016-08-02,60293
2017-02-16,169057
2010-02-27,77696
2016-06-11,287180
2013-07-30,162635
2015-01-30,139431
2014-02-13,328421
2014-02-23,666229
2012-12-14,30803
