date,value
2011-12-11,407005
2015-03-15,93464
2012-08-29,205437
2010-01-06,4944660
2016-07-08,417823
2015-06-12,1300703
2016-05-09,94377
2012-06-01,141638
2015-09-02,617702
2017-04-21,39625
2012-01-02,318932
2014-08-19,110453
2013-02-21,146807
2016-03-20,2930867
2013-04-15,5036900
2016-02-26,532647
2013-02-06,530512
2016-10-08,168604
2016-06-02,234792
2011-04-24,131986
2013-02-21,534147
2012-08-22,2367480
2015-12-10,1388855
2012-04-07,59708
2015-03-01,104283
2016-06-05,70139
2013-01-06,238871
2014-03-24,69954
2011-06-23,189707
2016-01-16,401422
2016-01-05,75486
2012-07-11,217623
2015-08-28,1405217
2012-07-26,134596
2010-09-25,35658
2014-05-18,15286099
2013-03-26,1405451
2012-07-07,4405124
2011-09-30,160044
2014-12-06,117544
2011-09-28,50598
2015-08-10,31174
2010-03-30,33772
2011-10-27,58369
2015-11-20,383339
2014-10-02,490817
2016-05-04,176054
2010-11-16,188856
2011-06-06,33233
2016-10-07,1213121
2016-05-06,97444
2016-06-02,973385
2012-11-30,58809
2015-02-12,36311
2015-04-24,299210
2010-07-08,25565
2012-06-03,7351353
2011-11-14,27445
2016-01-14,9389402
2014-10-05,151145
2011-07-06,52543
2012-12-02,379250
2015-12-15,1143798
2017-04-19,799959
2010-03-01,1962350
2010-05-25,127296
2013-11-09,192540
2016-08-18,33421
2016-01-26,185617
2013-03-08,98888
2013-12-25,60357
2017-03-07,89738
2013-06-05,469886
2015-08-06,36890
2013-01-24,42141
2016-01-14,2453769
2010-09-22,625700
2012-10-06,491137
2014-03-23,32791
2010-06-12,104424
2015-05-14,275071
2014-05-03,17815433
2017-02-19,332530
2012-03-28,43990
2016-02-20,84078
2012-08-31,77289
2014-06-29,119628
2015-11-04,2496540
2016-05-22,30329
2016-05-26,89975
2016-05-20,278785
2010-09-12,91190
2013-02-15,7956013
2015-10-25,28097
2010-06-25,859539
2014-01-06,76169
2014-06-01,146860
2012-04-05,3085482
2010-09-06,71968
2017-01-22,74398
2014-10-28,58935
2013-12-22,28340
2012-10-13,163131
2011-03-04,237767
2012-08-22,4391983
2011-09-30,335150
2015-06-12,300928
2014-12-23,672801
2012-02-27,113152
2016-05-20,4801551
2015-05-29,884878
2011-05-31,1050536
2011-03-31,97782
2011-04-28,2586909
2016-02-06,312348
2012-09-02,357628
2014-10-24,5034937
2014-04-18,151529
2012-12-02,103242
2015-09-11,2250636
2015-08-20,36813
2010-09-25,56035
2013-10-19,134164
2010-10-07,311957
2013-02-21,351183
2013-10-18,594867
2015-01-02,81409
2012-08-19,608842
2016-12-02,119746
2010-12-01,301418
2014-12-10,29232
2015-04-09,28489
2016-10-11,672518
2016-05-13,47423
2015-04-01,1174638
2013-10-28,61243
2013-08-21,175407
2016-01-17,957111
2010-09-21,1131679
2015-02-17,393698
2014-11-15,94873
2013-09-01,53622
2012-07-19,1420866
2014-05-16,132667
2016-09-18,48948
2013-03-04,1096865
2015-12-21,39707
2011-05-16,565381
2010-10-15,206857
2017-05-05,1916874
2010-09-07,1272707
2012-11-16,292628
2014-06-22,252397
2014-04-29,133238
2014-12-09,72536
2017-04-07,140799
2012-12-14,146798
2014-02-16,99590
2016-04-10,174640
2010-08-04,20149212
2013-04-03,26803
2013-08-24,63220
2016-01-08,61692
2014-06-27,2701374
2016-11-23,1114969
2011-04-26,2770923
2017-03-10,37425
2014-09-10,29882
2013-02-01,121513
2016-08-21,2077010
2016-07-28,36339
2014-11-01,125077
2014-08-31,40130
2010-04-19,117910
2011-06-08,55536
2015-04-22,52684
2014-06-06,506024
2015-11-22,732405
2011-07-28,26876
2015-07-26,184787
2016-01-29,38399
2011-03-16,2542424
2013-01-19,604258
2016-07-28,2448318
2010-12-26,89166
2015-05-17,350209
2013-08-28,2830396
2012-02-01,1522246
2015-03-24,57258
2014-01-31,335639
2013-12-24,152872
2017-04-27,95611
2013-08-28,275630
2013-12-27,56187
2010-08-22,11865394
2010-06-16,29287
2013-06-05,2194691
2016-01-14,68997
2016-04-22,1124488
2015-04-01,144952
2013-02-21,203403
2013-04-16,72308
2011-03-16,51947
2014-04-15,188252
2016-01-11,240280
2013-09-18,552416
2010-09-12,52136
2016-04-19,1312665
2017-02-19,34645
2014-05-17,104462
2015-09-03,78700
2014-04-29,308302
2011-08-17,3489459
2016-06-29,326880
2017-03-03,338649
2016-01-02,79602
2017-04-02,123924
2016-06-17,1612794
2014-09-19,12890786
2014-04-13,31114
2013-05-19,3477605
2015-08-10,1545868
2015-04-24,5938833
2014-05-30,42423
2010-12-09,20078296
2011-10-16,228188
2012-09-26,1193079
2013-06-12,182120
2016-07-22,380953
2010-12-30,168927
2016-10-04,25340
2016-04-08,176111
2015-06-08,334384
2010-07-09,28065
2012-07-13,34973
2013-03-31,3259946
2016-12-11,53179
2012-03-23,144855
2010-12-30,126526
2013-09-01,216487
2012-02-19,309775
2013-02-21,106477
2014-09-01,1012866
2013-03-01,1125846
2011-04-04,238473
2013-11-13,63361
2014-10-01,29282
2010-04-22,44441652
2015-08-07,11590690
2014-04-19,16746723
2013-01-16,2175683
2013-09-05,4362958
2015-02-13,531733
2011-09-22,25041
2016-11-04,192900
2015-07-09,97935
2012-09-03,413361
2013-06-25,204607
2013-07-07,454320
2012-02-23,188059
2011-07-30,3254871
2012-08-06,744162
2011-01-16,471288
2013-05-07,128621
2016-08-23,65425
2016-06-17,53085
2012-03-03,4023287
2015-07-02,250732
2010-10-03,73629
2013-03-04,128701
2015-04-15,51645
2012-01-19,104200
2013-09-20,6775378
2014-06-30,59953
2010-07-09,41227
2014-01-19,25197
2011-03-09,786039
2014-02-04,34895
2014-10-16,104905
2014-01-15,194768
2011-12-25,118395
2016-08-25,51674
2011-12-13,574651
2014-02-04,65543
2014-05-19,39345
2015-08-28,361848
2012-01-01,138160
2011-05-04,3456129
2016-04-12,3517761
2017-02-17,11834482
2013-10-03,1683011
2013-04-07,80196
2012-11-04,108038
2014-08-10,55932
2014-04-03,37096
2012-04-25,201636
2012-10-01,208894
2016-12-11,1139553
2016-07-03,262631
2014-01-09,35548
2015-04-06,838140
2011-03-02,233984
2015-11-06,3634240
2014-04-18,311222
2012-11-25,39871
2013-12-16,160281
2010-03-12,69692
2012-06-18,474439
2015-10-12,3084639
2015-11-12,7818582
2011-07-07,177148
2010-04-19,96111
2017-03-17,5227992
2012-08-21,2272409
2016-08-09,127180
2014-03-04,55149
2016-11-14,761309
2014-02-28,176157
2011-02-20,339515
2017-04-02,2156895
2016-04-12,447912
2012-03-23,47875
2010-09-21,490972
2015-01-18,2686291
2010-07-15,339421
2013-10-31,2972214
2015-09-18,29989
2012-10-26,109211
2012-04-07,35606
2013-07-02,48805
2013-07-21,284547
2012-04-08,186705
2012-08-25,8709191
2014-04-17,112416
2015-03-20,79428
2015-06-05,118392
2013-07-01,151772
2011-02-02,1389294
2014-01-14,267265
2015-10-07,307150
2016-09-16,176239
2010-03-31,68517
2011-07-03,6141612
2015-11-10,50243
2015-04-24,311235
2011-06-02,67280
2016-04-25,262793
2015-10-30,161114
2015-08-28,423753
2013-01-14,38905
2010-03-28,273043
2015-06-21,229800
2015-05-05,62175
2015-06-06,244148
2010-09-15,40611
2012-07-29,104693
2015-03-07,33502
2013-12-02,52461
2010-03-31,81716
2015-02-15,81557
2011-01-16,257135
2010-12-29,142858
2014-02-18,1572042
2014-10-27,77668
2011-06-30,451008
2012-11-24,33835
2014-11-28,36789
2016-09-02,564019
2012-11-11,28397
2012-08-29,163427
2014-05-23,198511
2014-03-19,450245
2010-10-09,133337
2013-08-01,137088
2013-10-02,1866315
2010-09-02,2007765
2011-12-29,139545
2014-12-14,85367
2011-12-05,4036086
2014-11-11,359060
2013-07-24,676440
2010-08-05,4096642
2013-03-03,542253
2013-02-19,91296
2013-04-08,644554
2014-01-01,220472
2016-05-19,3280912
2012-10-06,198381
2013-11-26,7328176
2010-07-20,216367
2016-10-05,791886
2014-04-11,298576
2013-02-21,48440
2015-01-30,186467
2016-04-15,238362
2011-01-09,47837
2016-05-04,313382
2014-10-10,1209484
2010-07-15,140315
2014-09-09,41618
2012-05-08,67028
2013-01-24,50793
2011-09-28,34317
2013-02-20,270702
2012-06-27,36300
2014-06-04,354260
2010-12-08,6037513
2011-06-17,229398
2016-06-22,32618
2015-04-12,221806
2014-01-24,43511
2012-06-10,6208562
2014-06-06,432089
2016-04-14,31950
2015-11-05,74547
2014-12-03,794091
2013-03-22,121900
2011-01-28,6044317
2011-11-06,1486729
2015-04-07,82972
2010-07-31,44562
2011-04-01,2248523
2012-12-02,151285
2014-03-07,190797
2010-02-27,933787
2010-12-19,139483
2016-05-04,197725
2017-04-05,56122
2015-06-21,31408
2016-05-14,279773
2010-04-19,287390
2014-09-27,458684
2015-05-11,14041588
2013-09-12,65156
2014-06-25,157901
2014-06-02,83992
2015-10-02,124304
2017-02-16,300580
2016-12-21,198851
2012-07-27,43462
2012-12-16,973431
2014-06-27,336077
2010-01-27,801059
2011-04-07,376739
2016-09-03,55860
2015-03-24,67077
2015-08-05,343418
2012-04-04,41098
2014-10-05,39568
2011-06-09,79935
2016-03-23,471187
2015-05-03,51079
2014-05-19,652578
2011-06-03,27123
2012-09-20,704574
2012-10-22,94884
2017-02-14,921500
2011-10-01,253209
2015-08-02,4131902
2014-01-24,47658
2013-05-05,60487
2012-11-18,187869
2014-02-16,450561
2013-02-24,46388
2015-04-05,1380638
2017-02-23,67458
2015-03-13,145098
2013-06-05,217412
2013-02-03,286054
2016-10-20,3259056
2010-12-19,59217
2015-02-02,27222
2013-10-31,256394
2014-07-16,329234
2014-03-20,929546
2016-04-25,340034
2015-11-10,27645
2015-01-29,109244
2011-09-30,151877
2014-02-12,102654
2010-07-09,26507
2012-08-15,365806
2015-09-18,2533032
2015-10-02,610854
2011-08-06,2878999
2015-09-14,36078
2014-07-11,2106435
2014-01-19,695896
2015-04-19,68289
2015-09-05,182700
2015-11-03,47808
2012-08-02,132909
2016-10-14,139667
2016-11-25,32837
2017-02-03,556500
2013-02-08,458453
2012-10-28,1070730
2016-01-29,750504
2010-06-21,200581
2016-07-26,52476
2014-07-31,122965
2014-02-13,774370
2017-05-04,1711491
2016-04-25,35182
2011-09-30,399773
2012-03-23,5523656
2016-04-08,598520
2015-03-27,85962
2012-03-15,1581446
2012-09-06,636502
2015-09-20,29268
2015-09-30,2102721
2016-04-07,47595
2010-07-10,2076460
2015-08-04,1829567
2013-09-19,326063
2012-02-15,1251572
2013-12-23,32304
2013-12-31,1119144
2016-10-19,123814
2016-03-24,528949
2013-01-30,27117
2012-03-26,918267
2011-01-26,41200
2013-01-23,1612755
2013-11-10,287967
2014-05-29,813204
2014-08-27,44324
2014-09-27,46703
2011-08-16,51073
2011-04-15,2742831
2017-03-08,2480560
2017-01-10,219893
2013-05-24,988132
2016-04-15,2836819
2014-06-22,42357
2012-09-21,96512
2016-05-20,1989538
2016-09-23,67735
2015-08-06,4706319
2013-06-19,86857
2014-07-18,178302
2014-03-26,982816
2013-10-13,2693688
2016-02-07,181562
2011-07-11,80702
2015-11-06,201443
2015-03-29,134453
2011-10-08,491569
2010-10-21,98474
2016-05-20,41473
2015-05-03,72399
2016-02-13,34717
2011-09-30,88185
2010-04-10,261454
2016-01-07,34781
2015-04-29,47796
2015-05-11,48523
2015-03-27,295833
2014-02-13,1200924
2010-07-11,176554
2013-03-11,870191
2015-05-15,375485
2013-07-04,282421
2010-01-26,319133
2014-07-18,252831
2012-01-26,14730302
2014-07-04,364572
2015-07-29,139763
2013-07-10,259777
2012-12-15,43030
2011-05-14,31335
2014-10-16,4014846
2017-03-08,147252
2010-10-26,43828
2012-12-29,923274
2014-06-10,163277
2012-02-03,154256
2015-04-14,41702
2010-07-20,112436
2011-12-13,263036
2010-05-31,43432
2014-11-26,320815
2017-01-27,3423293
2015-12-06,85927
2016-07-15,506880
2011-01-09,183967
2011-06-03,110227
2012-09-08,79598
2014-04-18,264917
2016-05-01,14395549
2014-03-31,41479
2016-03-04,1484852
2015-12-28,69829
2015-05-01,707325
2015-12-29,173676
2011-04-10,1166062
2012-09-23,35316
2010-04-24,306353
2012-03-02,762673
2015-01-09,45857
2014-02-22,25602
2010-11-07,31656
2017-02-02,3927961
2014-03-14,174158
2013-02-03,161964
2011-09-30,377213
2011-06-17,26354
2012-08-22,4223496
2014-02-07,81620
2015-06-25,2081588
2014-08-14,57500
2015-04-29,185118
2012-07-26,272100
2014-09-14,26670
2010-09-22,2503755
2016-10-05,378678
2016-10-02,299182
2015-05-06,45125
2015-07-23,70892
2015-01-09,122052
2015-06-08,2650265
2015-11-19,37471
2015-05-24,90960
2014-04-24,58443
2012-10-22,315523
2013-04-25,120927
2010-10-24,505152
2016-10-03,4514964
2016-10-27,116210
2016-04-24,136528
2012-02-21,3330559
2013-01-22,1910101
2013-09-27,2030415
2012-03-26,557247
2014-02-22,81282
2015-10-15,399079
2016-03-14,108327
2016-12-09,73123
2010-05-05,59978
2015-09-28,138809
2013-04-24,6902125
2016-07-04,1970320
2010-11-19,477491
2016-10-27,27474
2017-03-02,5850026
2010-08-04,528994
2015-02-05,61967
2010-04-19,325963
2011-02-02,1114849
2012-10-26,63432
2012-08-31,694523
2013-03-01,3588831
2012-09-21,182167
2011-04-28,26576
2014-03-19,215364
2017-02-08,305556
2012-08-07,267432
2011-04-26,1228527
2012-07-27,46544
2014-05-03,357348
2011-08-24,1602320
2016-02-19,818412
2013-05-23,279740
2015-03-18,15819889
2011-12-13,282234
2010-06-25,79271
2016-12-03,400319
2015-03-24,293467
2012-08-22,2871378
2017-02-16,2171134
2011-11-29,1073889
2010-11-26,50310
2016-06-19,276779
2010-01-23,114970
2014-09-27,557652
2014-06-27,679887
2013-09-18,42988
2014-10-09,4084603
2014-01-09,50821
2016-12-25,59890
2010-12-30,35751
2014-05-04,644442
2010-07-08,129164
2015-02-14,2060912
2013-02-20,958686
2011-01-11,1061383
2011-09-30,247447
2013-02-21,128369
2011-07-16,421629
2013-02-20,210438
2014-02-13,684653
2010-06-12,254511
2013-01-23,102171
2012-09-26,1689946
2012-11-24,43697
2017-01-10,125854
2010-09-22,932653
2010-12-30,953567
2010-09-11,192700
2016-06-29,43866
2016-04-04,5146144
2011-12-21,112412
2016-05-18,361199
2011-08-30,2300683
2012-12-02,6127605
2016-06-06,806664
2016-07-11,53908
2014-12-24,322798
2012-02-07,2602031
2012-09-07,383280
2015-01-22,30911
2015-06-19,2144866
2015-06-07,120611
2012-09-20,945386
2010-04-08,3535217
2012-01-22,7171007
2015-05-03,1841757
2015-05-02,277393
2014-09-08,570992
2015-07-06,291621
2011-12-13,91012
2013-03-17,1039867
2011-06-21,87485
2012-12-17,217160
2011-02-16,28668
2016-10-10,1845968
2014-05-12,45206
2015-04-26,284178
2016-09-21,527083
2012-03-23,334119
2010-03-09,155359
2016-07-29,2084719
2012-05-07,293256
2017-02-02,288297
2012-06-08,241039
2014-08-28,136575
2014-02-17,2546013
2015-11-13,186695
2010-04-11,434074
2014-11-13,849308
2012-03-25,211769
2014-10-13,491102
2013-11-27,539042
2014-10-16,289562
2011-12-27,673371
2013-02-06,72231
2016-11-24,131134
2012-07-27,54160
2016-09-18,337211
2016-03-14,179527
2010-02-25,25935
2015-01-23,5344007
2014-12-06,787642
2016-03-12,181753
2013-12-24,852355
2010-03-30,33127
2016-11-01,56526
2011-12-29,169659
2017-04-24,6579646
2014-08-11,530392
2011-06-08,365808
2016-04-22,553382
2017-05-04,90274
2016-10-11,607111
2013-05-02,904551
2015-09-02,92628
2016-01-11,4040560
2011-04-18,31562658
2010-03-24,1333700
2016-06-02,6344829
2015-03-29,248070
2014-10-30,1650157
2015-01-21,51707
2011-12-10,259011
2011-07-15,180544
2012-10-21,36671
2010-09-03,4476841
2015-08-05,533661
2016-12-14,423706
2015-12-25,1573531
2013-07-05,274470
2015-01-21,173789
2016-04-25,62245
2012-08-22,212077
2015-07-22,778557
2010-06-09,219147
2014-04-07,81393
2011-12-16,383766
2016-11-24,113421
2012-05-18,471958
2015-06-14,541817
2013-10-20,1223278
2014-03-07,33648
2012-03-01,991623
2010-07-12,143569
2012-12-20,336160
2012-08-23,60764
2012-09-16,574815
2015-06-22,577730
2015-05-20,51577
2014-02-24,345259
2014-03-26,409823
2011-04-10,330667
2015-06-29,53581
2015-05-28,1376416
2013-09-02,500890
2016-06-03,786573
2011-08-27,74851
2016-03-06,39876
2012-04-03,976023
2011-07-18,322049
2015-07-28,49935
2014-02-12,440384
2016-06-24,1049098
2016-02-17,124272
2016-02-23,2557372
2010-10-17,156473
2015-12-07,2538455
2010-12-17,50551
2015-03-09,62534
2014-10-05,49306
2015-10-01,133913
2013-12-15,29357
2016-03-18,98402
2016-06-14,31724
2014-09-17,99831
2014-03-24,2456393
2014-12-20,32538
2010-01-25,35602
2015-04-28,190353
2015-08-18,425503
2015-05-02,1575515
2011-09-30,133605
2015-05-25,453118
2016-06-10,186177
2015-06-03,211333
2015-09-20,122318
2014-10-13,434742
2016-02-04,2353684
2012-12-26,830627
2017-04-07,65193
2014-05-09,973999
2015-12-13,49715
2015-10-14,108319
2015-11-17,1377100
2010-10-29,375482
2011-11-09,344055
2013-08-14,100074
2014-02-13,18394683
2014-12-28,1738027
2014-02-13,8129783
2014-10-13,143025
2013-06-27,215777
2016-01-18,54525
2013-11-29,1491135
2016-10-23,299724
2017-02-16,2533163
2012-10-26,277472
2015-03-03,679025
2010-04-26,125832
2010-09-22,9218585
2014-04-13,45042
2012-02-18,294906
2014-11-10,135762
2016-09-26,7258894
2012-08-25,125295
2016-07-19,235960
2016-12-04,139829
2012-12-02,232808
2017-02-24,156303
2012-05-03,1452034
2014-06-09,113969
2016-06-02,3332857
2012-11-02,2437267
2012-11-16,356690
2010-04-08,442369
2016-06-26,58854
2012-12-06,618876
2015-06-19,264943
2013-07-21,11931719
2016-11-10,7040137
2015-05-24,2032573
2012-07-18,49034
2016-06-07,929016
2012-03-23,84752
2011-09-04,105593
2015-04-08,6135443
2014-10-12,119691
2012-03-06,167803
2016-06-30,239333
2012-12-04,411310
2010-08-03,1029957
2011-01-28,227657
2016-09-02,452034
2016-09-15,3415795
2014-03-09,3864411
2013-12-15,41736
2013-07-11,3474933
2013-12-01,97212
2017-03-10,178864
2017-01-08,32848
2014-07-27,393420
2012-10-15,486603
2011-09-23,53262
2017-03-09,2460324
2015-01-16,339451
2011-06-26,51607
2015-11-03,52402
2016-09-28,125192
2012-12-09,581670
2015-10-18,71287
2015-02-06,985768
2015-12-22,581837
2014-11-13,4652330
2011-12-09,50678
2012-01-28,217203
2014-03-16,185108
2016-02-11,828164
2012-12-11,304187
2014-12-02,172138
2011-07-07,1477004
2011-01-23,115722
2010-07-08,83609
2015-01-21,607649
2017-01-13,128635
2015-09-02,354519
2011-02-26,51449
2014-09-09,81173
2015-07-17,374416
2015-05-08,467986
2013-12-27,3067057
2015-01-30,120071
2015-01-15,2452010
2014-01-01,327612
2013-03-21,173252
2012-06-19,7049540
2014-05-12,425861
2012-02-10,1408196
2013-05-12,89107
2012-10-25,2255165
2016-10-05,82881
2014-02-20,726756
2015-07-21,312988
2015-11-06,52742
2017-02-12,3717042
2015-06-06,7058560
2013-03-27,168839
2011-10-03,642631
2013-10-08,46413
2013-03-28,72949
2011-05-29,290720
2014-10-13,205235
2016-10-12,509349
2012-07-26,126838
2014-02-09,369806
2013-02-20,301559
2014-05-08,327299
2014-08-10,62522
2010-03-30,96232
2013-08-12,368184
2011-11-04,33407
2011-10-07,59774
2014-11-21,150622
2016-03-24,199420
2015-11-26,22900610
2011-03-03,389636
2012-02-14,1376442
2012-11-10,93998
2015-11-20,44187
2016-12-30,40322
2015-01-05,368163
2011-09-28,56870
2015-10-25,101318
2014-09-28,31512
2016-05-01,689488
2011-01-16,87508
2015-04-30,100001
2011-04-21,580299
2013-03-24,35684
2017-03-24,2129516
2012-12-02,187075
2015-12-20,2924197
2010-09-21,540532
2015-08-14,49193
2014-01-24,1845670
2013-03-03,590910
2014-04-24,483584
2010-02-20,380271
2016-02-29,117861
2013-08-01,366948
2014-12-05,32569
2011-08-13,170824
2011-12-07,982089
2017-03-03,93925
2016-10-30,1656121
2015-01-29,451711
2017-03-03,88861
2012-12-02,230006
2011-12-22,69490
2014-09-13,107270
2016-09-30,10843958
2012-09-08,1905733
2012-08-22,10403471
2014-08-03,475104
2015-11-22,35263
2010-12-02,52776
2011-02-26,43105
2014-05-05,49721
2013-08-01,227996
2013-02-21,166739
2014-07-12,399627
2016-06-05,56568
2017-04-23,174799
2013-02-06,199541
2017-03-23,83185
2012-11-18,108419
2011-03-10,438206
2012-03-24,71525
2014-09-05,26544619
2014-05-20,1436614
2016-02-29,47291
2015-05-02,195350
2015-02-14,8043724
2015-01-30,1167280
2012-06-18,39146
2015-06-30,27344
2010-09-08,85684
2011-10-11,10116199
2012-06-24,200650
2016-01-15,39497
2011-02-06,2393841
2010-07-02,93200
2013-09-09,42560
2014-10-14,498369
2013-07-18,30386
2016-08-07,25526
2010-03-24,1708722
2012-06-15,1803367
2017-02-26,536584
2013-01-06,327099
2016-03-06,91917
2016-10-12,338610
2011-08-30,961703
2013-07-17,67363
2016-01-30,92135
2016-05-13,643024
2016-08-31,300078
2016-06-14,135318
2015-09-18,337412
2011-08-01,71771
2011-02-28,29732
2010-09-11,296471
2015-02-22,35357
2014-07-21,139855
2015-01-01,119122
2012-08-31,2834269
2012-03-29,601335
2015-04-17,79827
2014-10-20,39183
2013-05-30,29093
2015-04-10,1024172
2013-01-20,470284
2013-09-03,61460
2015-11-04,101011
2011-12-11,522723
2010-09-25,31256
2015-07-20,448179
2015-08-23,486361
2016-07-15,532673
2011-09-28,28337
2011-09-22,94178
2014-07-07,68909
2013-11-04,92280
2012-11-15,187624
2011-05-12,4181238
2017-02-06,52139
2012-05-08,1187722
2011-04-23,98470
2012-07-29,143866
2013-02-20,290972
2015-07-26,1093348
2015-06-04,36128
2015-09-26,863621
2016-04-22,1679204
2011-09-28,39448
2011-04-06,40567
2016-03-10,1312377
2016-11-10,11229151
2015-05-29,370965
2012-03-05,10655198
2011-10-22,769831
2012-10-09,177640
2012-11-23,66245
2011-01-16,103994
2011-01-12,31129
2012-08-11,261193
2013-04-11,58304
2014-12-23,963186
2014-12-19,131531
2014-10-29,4169492
2012-03-21,42450
2015-09-04,119654
2013-11-28,1912920
2014-06-26,449254
2017-03-19,54818
2014-06-12,29504
2010-02-07,61007
2016-02-15,503770
2011-02-22,25233
2016-02-14,382036
2014-11-30,56152
2013-01-27,441198
2012-07-29,35398
2010-06-01,1000018
2011-11-22,1074293
2010-02-09,337496
2013-08-10,680795
2013-12-09,131022
2016-01-16,2411204
2016-07-27,3121684
2011-10-30,1106007
2013-06-18,53425
2016-06-26,142123
2012-06-11,334702
2011-01-16,282748
2016-12-03,61491
2012-08-18,747869
2015-04-24,3582519
2013-01-27,168354
2016-08-12,148986
2013-02-20,200152
2014-11-06,1492846
2016-09-16,131045
2011-02-09,48529
2015-04-22,725350
2016-08-11,1851980
2010-09-23,266654
2014-06-25,44463
2014-08-01,46063
2016-05-19,38288
2017-04-10,61396
2012-06-25,1322430
2017-03-16,2266248
2016-06-27,1064619
2011-01-06,46211
2011-07-15,5626149
2010-12-23,55880
2012-07-26,111243
2011-09-30,194448
2012-10-07,127643
2012-08-26,651155
2014-07-18,324680
2016-04-15,412966
2011-10-14,397792
2015-03-27,3905003
2013-11-20,1568520
2015-03-12,3507583
2014-12-21,510118
2012-08-24,71278
2013-01-17,104283
2016-05-24,822296
2015-06-04,29979
2011-04-15,2724849
2013-12-12,1022397
2015-04-02,398786
2011-09-03,108353
2014-03-26,51411
2011-06-29,744248
2012-04-07,70768
2012-02-04,8180695
2010-08-04,4342548
2016-03-13,1512160
2012-02-29,1451201
2015-07-28,1612708
2012-09-20,385258
2011-01-23,45994
2010-02-05,36710
2012-10-05,34373
2016-12-27,559140
2011-09-22,1785514
2016-12-22,2395577
2017-02-04,133789
2014-02-13,860824
2016-11-24,41764
2015-12-11,30693
2014-11-11,349034
2011-08-18,1404529
2017-04-18,971132
2011-01-11,47352
2014-03-05,168921
2016-12-16,73142
2012-02-05,33208
2012-12-12,59321848
2013-09-12,29187
2013-03-01,157757
2016-08-05,3293104
2016-06-06,47579
2014-05-13,180849
2016-09-15,53641
2014-11-04,475754
2013-11-08,4259953
2010-07-25,37986
2016-12-09,4153904
2015-01-23,47472
2012-12-09,323791
2016-10-24,334929
2010-02-19,317338
2011-11-21,38339
2011-12-08,93727
2015-10-11,2128411
2010-09-07,585535
2016-03-03,651076
2016-09-25,29407
2016-01-29,3651337
2013-04-14,3818088
2012-07-27,464995
2016-08-04,5878529
2011-01-23,91309
2016-05-25,35095
2013-01-24,109716
2011-06-08,49464
2014-12-19,12288018
2014-02-24,35735
2014-12-07,373076
2013-06-02,27575
2016-07-03,4476927
2016-05-06,468358
2011-12-09,135566
2010-05-26,108160
2013-08-14,405266
2010-07-09,44631
2012-07-16,816890
2015-12-04,122068
2010-05-09,102013
2010-09-09,270920
2016-09-06,32913
2010-07-07,441941
2014-09-09,229257
2013-05-06,569029
2016-10-11,2782462
2012-05-11,206327
2015-10-22,760229
2010-07-09,54885
2014-12-26,319748
2017-02-24,149657
2011-10-09,148290
2016-03-20,551515
2016-07-08,89954
2016-10-11,40405
2014-11-12,104340
2017-02-07,89997
2016-05-09,119079
2013-12-19,82098
2014-04-14,33854
2011-06-08,85538
2016-01-31,710152
2015-05-28,1137247
2010-01-13,35827690
2010-07-28,166712
2010-06-07,12783341
2017-01-29,27571
2015-01-23,2800802
2015-06-12,149511
2016-10-26,199192
2017-01-19,479708
2013-04-10,82620
2016-03-10,27990
2015-12-23,37722
2015-11-23,27413
2013-11-14,1212853
2012-02-12,12925188
2015-12-18,10048855
2016-08-31,188407
2011-09-15,2464189
2017-04-20,5764345
2017-04-26,6135012
2013-08-19,276036
2017-01-20,2643215
2016-11-18,95434
2016-04-11,699559
2014-02-13,413492
2013-07-16,696393
2016-01-25,3862546
2012-02-08,32362
2012-09-20,404110
2010-04-10,221376
2015-07-20,106619
2013-12-22,31133
2010-09-10,92485
2014-01-14,120170
2016-07-20,103980
2014-08-14,2775900
2016-01-22,60718
2013-01-30,29619
2015-08-30,46021
2015-01-09,1135347
2014-11-03,490656
2012-01-13,50045
2014-09-08,5141583
2011-02-27,60589
2013-04-22,72738
2010-12-13,240212
2016-08-18,181628
2012-01-03,47103
2016-12-31,26216
2010-05-09,55675
2010-06-24,143321
2013-02-20,80825
2014-01-22,972903
2016-08-16,3209855
2015-01-31,4089673
2014-03-18,131305
2016-09-02,99198
2011-11-16,44790
2012-06-04,355679
2012-08-07,44552
2015-03-20,249612
2012-01-14,195597
2012-03-02,96755
2010-11-01,119601
2017-01-28,2909887
2016-03-16,94730
2015-04-30,39283
2014-01-07,602920
2012-08-08,197164
2014-11-06,308321
2013-02-21,78283
2013-12-23,650486
2015-09-06,8459038
2011-10-24,138900
2014-05-22,174284
2017-03-23,1582708
2016-05-06,438651
2016-04-22,8135508
2012-08-22,4851838
2013-04-07,172570
2012-04-28,8694426
2014-10-16,234755
2012-10-01,39430
2014-10-14,55772
2015-03-15,3945741
2016-09-09,788938
2012-10-26,35771
2014-03-06,83059
2014-03-12,129854
2011-09-22,163696
2015-05-29,11469665
2016-07-15,274766
2014-06-24,523162
2016-06-09,56626
2012-09-13,1111838
2010-06-17,146474
2016-02-04,37452
2012-04-02,1261152
2012-09-09,820802
2010-07-08,347359
2014-11-05,1687092
2012-11-21,724177
2011-01-16,130479
2016-05-19,108380
2016-02-16,28633
2016-07-21,4653472
2017-01-13,694277
2015-02-17,37757
2015-11-03,64675
2012-03-28,31281
2015-02-27,138185
2016-05-01,1082678
