Global rank,Global rank preyear,Company,Country,Sector,Market value $m,Turnover $m,Net income $m,Total assets $m,Employees,Price $,P/e ratio,Dividend yield (%),Year End ,Country code,Sector code
405,448,TE Connectivity,US,Electronic & electrical equipment,29093.5,13912,1773,18094,83000,71.6,16.8,1.5,9/26/2014,0,34
406,,Ping An Bank,China,Banks,29024.8,N/R,3190.7,351203,35069,2.5,11,0.8,12/31/2014,1,4
407,,Mylan,US,Pharmaceuticals & biotechnology,28985.9,7719.6,929.4,15803.2,25000,59.4,23.8,,12/31/2014,0,5
408,,China Yangtze Power,China,Electricity,28983.3,4264,1920.1,23691,8087,1.8,14.7,3.4,12/31/2014,1,33
409,406,Compass Group,UK,Travel & leisure,28945.6,27646.8,1402,13692.1,514718,17.4,22,2.5,9/30/2014,7,27
410,377,Exelon,US,Electricity,28937.8,27429,1623,86814,28993,33.6,17.9,3.7,12/31/2014,0,33
411,397,Great West Lifeco,Canada,Life insurance,28818.4,N/R,2296.1,290684.1,,28.9,13.1,3.7,12/31/2014,17,16
412,299,CIBC,Canada,Banks,28795.6,N/R,2855.4,367698.6,44000,72.5,10.4,4.8,10/31/2014,17,4
413,371,Corning,US,Technology hardware & equipment,28776.4,9715,2472,28174,34600,22.7,13.1,1.8,12/31/2014,0,0
414,480,Tokio Marine,Japan,Nonlife insurance,28668.1,N/R,1784.1,182985.2,33310,37.8,16.2,1.8,3/31/2014,4,2
415,,Hong Kong Exchanges & Clearing,Hong Kong,Financial services,28631.1,N/R,666.1,32481.7,1420,24.5,43,2.1,12/31/2014,3,17
416,,Vertex Pharmaceuticals,US,Pharmaceuticals & biotechnology,28559.2,580.4,-738.6,2334.7,1830,118,,,12/31/2014,0,5
417,241,Woolworths,Australia,Food & drug retailers,28458.1,57502.3,2312.9,22195.5,198000,22.5,12.2,5.7,6/29/2014,13,21
418,419,PTT,Thailand,Oil & gas producers,28352.3,86147.5,1678.2,53764,,9.9,16.8,3.3,12/31/2014,31,1
419,,Mcgraw Hill Financial,US,Financial services,28340.3,N/R,-115,6771,17000,103.4,,1.2,12/31/2014,0,17
420,,Equity Residential Trust Properties,US,Real estate investment trusts,28325.3,N/R,631.3,22950.6,3500,77.9,46.9,2.6,12/31/2014,0,28
421,417,Mmc Norilsk Nickel,Russia,Industrial metals & mining,28310.2,7708.9,1611.1,12694.6,81855,178.9,18.2,13.3,12/31/2014,24,37
422,446,Shin-Etsu Chemical,Japan,Chemicals,28284.6,11296.8,1101,21148.3,17892,65.5,25.3,1.5,3/31/2014,4,18
423,370,Sampo,Finland,Nonlife insurance,28218.1,N/R,1862.2,41625.2,6739,50.5,15.2,4.7,12/31/2014,32,2
424,340,Svenska Handelsbanken,Sweden,Banks,28164.8,N/R,1947.2,361188.8,11692,45.1,14.8,5,12/31/2014,23,4
425,381,BB&T,US,Banks,28106.1,N/R,2151,186814,33400,39,14.2,2.4,12/31/2014,0,4
426,393,Nokia,Finland,Technology hardware & equipment,28086.1,15395.4,4186.2,22180.2,61656,7.6,20.1,2.2,12/31/2014,32,0
427,379,Aflac,US,Life insurance,28062.4,N/R,2951,119767,9235,64,9.8,2.3,12/31/2014,0,16
428,435,Marathon Petroleum,US,Oil & gas producers,27951,97928,2520,30460,45340,102.4,11.7,1.8,12/31/2014,0,1
429,118,Vale,Brazil,Mining,27857.6,33210.7,359.1,112435.4,,5.6,,12.7,12/31/2014,16,19
430,300,CBS,US,Media,27856.2,13806,2959,24072,17310,60.6,11.5,0.9,12/31/2014,0,15
431,,MTR,Hong Kong,Travel & leisure,27762.1,5178.9,2012.7,29289.3,24154,4.8,13.6,2.9,12/31/2014,3,27
432,124,Viacom,US,Media,27734.8,13783,2391,23117,9900,68.3,12.6,1.8,9/30/2014,0,15
433,447,Applied Materials,US,Technology hardware & equipment,27719.4,9072,1072,13018,14000,22.6,25.9,1.8,10/26/2014,0,0
434,485,Bank Central Asia,Indonesia,Banks,27675.4,N/R,1330.4,44422.3,23106,1.1,22.6,0.9,12/31/2014,33,4
435,383,Baker Hughes,US,Oil equipment & services,27629.6,24551,1719,28827,62000,63.6,16.2,1,12/31/2014,0,24
436,,Oriental Land,Japan,Travel & leisure,27581.9,4588.9,683.8,6430.8,4348,75.8,37,0.1,3/31/2014,4,27
437,,L Brands,US,General retailers,27569.8,11454.1,1042,7544,80100,94.3,26.9,1.4,1/31/2015,0,7
438,450,Crown Castle International,US,Real estate investment trusts,27557.4,N/R,390.5,21122.4,2200,82.5,79.4,2.3,12/31/2014,0,28
439,449,American Electric Power,US,Electricity,27541.2,17020,1634,59633,18529,56.3,16.8,3.6,12/31/2014,0,33
440,326,TeliaSonera,Sweden,Mobile telecommunications,27514.7,12960.9,1859.9,34128.7,26166,6.4,14.8,6,12/31/2014,23,6
441,332,Surgutneftegas,Russia,Oil & gas producers,27469.4,15344.6,15245.5,56945.1,118000,0.6,1.6,,12/31/2014,24,1
442,325,CaixaBank,Spain,Banks,27350.6,N/R,749.7,398105.5,31210,4.7,36.5,4.6,12/31/2014,15,4
443,,Linkedin,US,Support services,27299.2,2218.8,-15.8,5427.3,6897,249.9,,,12/31/2014,0,29
444,,Huatai Securities,China,Financial services,27197.9,N/R,722.9,43835,6421,4.9,37.4,1.6,12/31/2014,1,17
445,,Health Care Reit,US,Real estate investment trusts,27084,N/R,512.2,25014.3,438,77.4,54.1,4.1,12/31/2014,0,28
446,402,United Overseas Bank,Singapore,Banks,27071.8,N/R,2401,231150.4,25009,16.8,11.3,3.2,12/31/2014,27,4
447,351,Swedbank,Sweden,Banks,27052.9,N/R,2109.3,271974.5,14583,23.9,12.5,6.1,12/31/2014,23,4
448,,Sherwin-Williams,US,Construction & materials,27047,11129.5,861,5706.1,39674,284.5,32.4,0.8,12/31/2014,0,35
449,428,Emirates Telecom.,UAE,Mobile telecommunications,27014.7,13277.3,2420.9,35194.3,,3.4,12.2,4.7,12/31/2014,34,6
450,440,Cielo,Brazil,Financial services,26971.1,N/R,1211.4,6743,,14.3,19.3,1.2,12/31/2014,16,17
451,472,Sempra Energy,US,"Gas, water & multiutilities",26964.9,11018,1162,39694,17046,109,23.5,2.4,12/31/2014,0,30
452,436,Aon,US,Nonlife insurance,26937.7,N/R,1397,29628,69000,96.1,20.6,1,12/31/2014,0,2
453,378,Renault,France,Automobiles & parts,26922.5,49643.3,2285.4,97744.9,117395,91,10.9,2.5,12/31/2014,8,10
454,,Altice,Netherlands,Fixed line telecommunications,26855.2,4757.6,-499.5,42886,9363,108.3,,,12/31/2014,25,13
455,500,Intuit,US,Software & computer services,26831.3,4506,907,5201,8000,97,31.1,0.8,7/31/2014,0,3
456,345,Potash Corporation of Saskatchewan,Canada,Chemicals,26813.3,6783.5,1464.4,17714,5136,32.2,18.4,4.2,12/31/2014,17,18
457,,Illumina,US,Pharmaceuticals & biotechnology,26695,1861.4,353.4,3289.8,3700,185.6,78.3,,12/28/2014,0,5
458,,GF Securities,China,Financial services,26638.5,N/R,809.3,38650.2,9276,4.5,32.1,0.7,12/31/2014,1,17
459,,Humana,US,Health care equipment & services,26636.8,48500,1147,23466,57000,178,24.2,0.6,12/31/2014,0,23
460,,Korea Electric Power,South Korea,Electricity,26617.1,52532,2455.8,149147.8,20223,41.5,10.6,1.1,12/31/2014,5,33
461,,Tata Motors,India,Industrial engineering,26614,38790.1,2330.9,36260.7,66593,8.8,12.2,0.3,3/31/2014,18,31
462,388,Danske Bank,Denmark,Banks,26607.4,N/R,582.5,560946.2,18478,26.4,45.5,3.4,12/31/2014,14,4
463,421,Astra International,Indonesia,Automobiles & parts,26550.4,16277.3,1547.9,18814.2,156097,0.7,16.5,3,12/31/2014,33,10
464,,Numericable SFR,France,Media,26534.7,2623.9,-212.8,33954.1,11800,54.5,,,12/31/2014,8,15
465,322,Philips Electronics,Netherlands,General industrials,26529.6,25865.8,501.8,31308.4,105365,28.4,51.6,3.4,12/31/2014,25,8
466,,Daqin Railway,China,Industrial transportation,26450.2,8759.9,2302.2,17138,102503,1.8,11.9,4.5,12/31/2014,1,26
467,438,Unibail-Rodamco,France,Real estate investment trusts,26442.8,N/R,2020,42993.8,2089,269.6,13,4.3,12/31/2014,8,28
468,,China Overseas Land & Investments,Hong Kong,Real estate investment & services,26410,N/R,3569.9,44894.3,25705,3.2,7.3,2.2,12/31/2014,3,32
469,384,DNB,Norway,Banks,26213.2,N/R,2758.6,354319.5,12064,16.1,9.5,3.2,12/31/2014,26,4
470,,General Growth Properties,US,Real estate investment trusts,26164.7,N/R,665.9,25331.5,1800,29.6,42.8,2.1,12/31/2014,0,28
471,307,Rolls-Royce,UK,Aerospace & defence,26145.4,21395.6,107.5,34042,54100,14.2,,,12/31/2014,7,25
472,486,Intercontinental Exchange,US,Financial services,26128.3,N/R,981,68279,2902,233.3,27.3,1.1,12/31/2014,0,17
473,,Fuji Heavy Industries,Japan,Automobiles & parts,26053.1,23334.8,2002.1,18120.6,28545,33.3,12.9,1.4,3/31/2014,4,10
474,,Broadcom,US,Technology hardware & equipment,25931,8428,652,12471,10650,43.3,40.1,1.1,12/31/2014,0,0
475,,Firstrand,South Africa,Banks,25852.3,N/R,1760.4,88799.3,38542,4.6,14.4,3.5,6/30/2014,19,4
476,,United Continental,US,Travel & leisure,25839.2,38901,1132,37353,84000,67.3,23,,12/31/2014,0,27
477,431,KBC Group,Belgium,Banks,25826,N/R,1673.5,294374.9,36258,61.8,15.4,3.9,12/31/2014,6,4
478,,Fresenius Medical Care,Germany,Health care equipment & services,25800,14498.1,957.2,25306.1,99895,82.9,26.2,1.1,12/31/2014,9,23
479,304,Volvo,Sweden,Industrial engineering,25764.8,36288.1,269.2,47076.1,92822,12.1,,3.1,12/31/2014,23,31
480,416,T-Mobile US,US,Mobile telecommunications,25598.5,29564,247,56653,45000,31.7,,,12/31/2014,0,6
481,305,Repsol,Spain,Oil & gas producers,25592.9,57104,1949.2,57946.8,24289,18.6,13.1,6.1,12/31/2014,15,1
482,461,Mitsubishi Electric,Japan,Industrial engineering,25576.6,39286.7,1487.2,35009.6,124305,11.9,17.3,1.4,3/31/2014,4,31
483,,Larsen & Toubro,India,Construction & materials,25543.1,14182.4,816.7,28279.1,54579,27.5,30.9,0.9,3/31/2014,18,35
484,360,SEB,Sweden,Banks,25388.8,N/R,2464.7,338529.9,15714,11.7,10.4,5.2,12/31/2014,23,4
485,,PG&E,US,Electricity,25370.9,17090,1450,57737,22581,53.1,17.3,3.4,12/31/2014,0,33
486,468,Sky,UK,Media,25340.2,13046.1,1478.6,10970.9,497,14.7,15.5,3.7,6/30/2014,7,15
487,,Synchrony Financial,US,Financial services,25304.8,N/R,2109,75707,11000,30.4,10.9,,12/31/2014,0,17
488,,NXP Semiconductors,US,Technology hardware & equipment,25265.7,5171.3,493.6,6893,27884,100.4,48.3,,12/31/2014,0,0
489,,Kao,Japan,Personal goods,25215.8,11704.3,664.6,9833,32707,50,38.5,1.2,12/31/2014,4,20
490,,Netflix,US,General retailers,25208.9,5504.7,266.8,7056.7,2450,416.7,,,12/31/2014,0,7
491,403,Discover Financial Services,US,Financial services,25139.7,N/R,2307,83126,14676,56.4,11.5,1.6,12/31/2014,0,17
492,401,Cummins,US,Industrial engineering,25136.3,19221,1651,15776,54600,138.6,15.4,2,12/31/2014,0,31
493,,Bharti Airtel,India,Mobile telecommunications,25122.2,14304.9,461.9,29474,24893,6.3,52.3,1,3/31/2014,18,6
494,,Cerner,US,Software & computer services,25098,3402.7,525.4,4530.6,15800,73.3,48.8,,3/1/2015,0,3
495,,Amerisourcebergen,US,Food & drug retailers,24962.5,119569.1,276.5,21532.2,13000,113.7,,0.8,9/30/2014,0,21
496,358,Al Rajhi Bank,Saudi Arabia,Banks,24896.2,N/R,1822,82011.3,12542,15.3,13.7,3.1,12/31/2014,20,4
497,,Waste Management,US,Support services,24815.1,13996,1298,21412,39800,54.2,,2.8,12/31/2014,0,29
498,,Bank Rakyat Indonesia,Indonesia,Banks,24796,N/R,1956.3,64583.8,48814,1,12.8,2,12/31/2014,33,4
499,,China Vanke,China,Real estate investment & services,24794,N/R,2537.1,81310,40467,2.2,9.7,3.6,12/31/2014,1,32
500,404,Devon Energy,US,Oil & gas producers,24793.4,17555,1590,50637,6600,60.3,15.4,1.6,12/31/2014,0,1
